cell_id,cell_type,cx,cy,auxin,corners
1036,vasc,65.0,161.55847251579053,104.132,"[[67, 158.28], [63, 158.28], [63, 164.84], [67, 164.84]]"
1037,vasc,65.0,154.99858566276896,108.298,"[[67, 151.72], [63, 151.72], [63, 158.28], [67, 158.28]]"
1038,vasc,69.0,161.55847251579053,100.144,"[[71, 158.28], [67, 158.28], [67, 164.84], [71, 164.84]]"
1039,vasc,69.0,154.99858566276896,104.147,"[[71, 151.72], [67, 151.72], [67, 158.28], [71, 158.28]]"
1040,vasc,73.0,161.55847251579053,100.144,"[[75, 158.28], [71, 158.28], [71, 164.84], [75, 164.84]]"
1041,vasc,73.0,154.99858566276896,104.147,"[[75, 151.72], [71, 151.72], [71, 158.28], [75, 158.28]]"
1042,vasc,77.0,161.55847251579053,104.132,"[[79, 158.28], [75, 158.28], [75, 164.84], [79, 164.84]]"
1043,vasc,77.0,154.99858566276896,108.298,"[[79, 151.72], [75, 151.72], [75, 158.28], [79, 158.28]]"
1044,vasc,81.0,161.55847251579053,112.56,"[[83, 158.28], [79, 158.28], [79, 164.84], [83, 164.84]]"
1045,vasc,81.0,154.99858566276896,116.98,"[[83, 151.72], [79, 151.72], [79, 158.28], [83, 158.28]]"
1046,peri,85.5,161.55847251579053,111.17,"[[88, 158.28], [83, 158.28], [83, 164.84], [88, 164.84]]"
1047,peri,85.5,154.99858566276896,115.863,"[[88, 151.72], [83, 151.72], [83, 158.28], [88, 158.28]]"
1048,endo,91.5,161.55847251579053,106.205,"[[95, 158.28], [88, 158.28], [88, 164.84], [95, 164.84]]"
1049,endo,91.5,154.99858566276896,111.455,"[[95, 151.72], [88, 151.72], [88, 158.28], [95, 158.28]]"
1050,cortex,100.5,161.55847251579053,99.1391,"[[106, 158.28], [95, 158.28], [95, 164.84], [106, 164.84]]"
1051,cortex,100.5,154.99858566276896,105.597,"[[106, 151.72], [95, 151.72], [95, 158.28], [106, 158.28]]"
1052,epidermis,111.0,161.55847251579053,139.606,"[[116, 158.28], [106, 158.28], [106, 164.84], [116, 164.84]]"
1053,epidermis,111.0,154.99858566276896,151.684,"[[116, 151.72], [106, 151.72], [106, 158.28], [116, 158.28]]"
1054,epidermis,31.0,174.67824622183363,125.125,"[[36, 171.4], [26, 171.4], [26, 177.96], [36, 177.96]]"
1055,epidermis,31.0,168.11835936881207,131.236,"[[36, 164.84], [26, 164.84], [26, 171.4], [36, 171.4]]"
1056,cortex,41.5,174.67824622183363,89.7599,"[[47, 171.4], [36, 171.4], [36, 177.96], [47, 177.96]]"
1057,cortex,41.5,168.11835936881207,93.8269,"[[47, 164.84], [36, 164.84], [36, 171.4], [47, 171.4]]"
1058,endo,50.5,174.67824622183363,99.3141,"[[54, 171.4], [47, 171.4], [47, 177.96], [54, 177.96]]"
1059,endo,50.5,168.11835936881207,102.168,"[[54, 164.84], [47, 164.84], [47, 171.4], [54, 171.4]]"
1060,peri,56.5,174.67824622183363,105.769,"[[59, 171.4], [54, 171.4], [54, 177.96], [59, 177.96]]"
1061,peri,56.5,168.11835936881207,107.881,"[[59, 164.84], [54, 164.84], [54, 171.4], [59, 171.4]]"
1062,vasc,61.0,174.67824622183363,108.015,"[[63, 171.4], [59, 171.4], [59, 177.96], [63, 177.96]]"
1063,vasc,61.0,168.11835936881207,109.693,"[[63, 164.84], [59, 164.84], [59, 171.4], [63, 171.4]]"
1064,vasc,65.0,174.67824622183363,100.169,"[[67, 171.4], [63, 171.4], [63, 177.96], [67, 177.96]]"
1065,vasc,65.0,168.11835936881207,101.552,"[[67, 164.84], [63, 164.84], [63, 171.4], [67, 171.4]]"
1066,vasc,69.0,174.67824622183363,96.4999,"[[71, 171.4], [67, 171.4], [67, 177.96], [71, 177.96]]"
1067,vasc,69.0,168.11835936881207,97.7334,"[[71, 164.84], [67, 164.84], [67, 171.4], [71, 171.4]]"
1068,vasc,73.0,174.67824622183363,96.4999,"[[75, 171.4], [71, 171.4], [71, 177.96], [75, 177.96]]"
1069,vasc,73.0,168.11835936881207,97.7334,"[[75, 164.84], [71, 164.84], [71, 171.4], [75, 171.4]]"
1070,vasc,77.0,174.67824622183363,100.169,"[[79, 171.4], [75, 171.4], [75, 177.96], [79, 177.96]]"
1071,vasc,77.0,168.11835936881207,101.552,"[[79, 164.84], [75, 164.84], [75, 171.4], [79, 171.4]]"
1072,vasc,81.0,174.67824622183363,108.015,"[[83, 171.4], [79, 171.4], [79, 177.96], [83, 177.96]]"
1073,vasc,81.0,168.11835936881207,109.693,"[[83, 164.84], [79, 164.84], [79, 171.4], [83, 171.4]]"
1074,peri,85.5,174.67824622183363,105.769,"[[88, 171.4], [83, 171.4], [83, 177.96], [88, 177.96]]"
1075,peri,85.5,168.11835936881207,107.881,"[[88, 164.84], [83, 164.84], [83, 171.4], [88, 171.4]]"
1076,endo,91.5,174.67824622183363,99.3141,"[[95, 171.4], [88, 171.4], [88, 177.96], [95, 177.96]]"
1077,endo,91.5,168.11835936881207,102.168,"[[95, 164.84], [88, 164.84], [88, 171.4], [95, 171.4]]"
1078,cortex,100.5,174.67824622183363,89.7599,"[[106, 171.4], [95, 171.4], [95, 177.96], [106, 177.96]]"
1079,cortex,100.5,168.11835936881207,93.8269,"[[106, 164.84], [95, 164.84], [95, 171.4], [106, 171.4]]"
1080,epidermis,111.0,174.67824622183363,125.125,"[[116, 171.4], [106, 171.4], [106, 177.96], [116, 177.96]]"
1081,epidermis,111.0,168.11835936881207,131.236,"[[116, 164.84], [106, 164.84], [106, 171.4], [116, 171.4]]"
1082,epidermis,31.0,187.79801992787662,116.906,"[[36, 184.52], [26, 184.52], [26, 191.08], [36, 191.08]]"
1083,epidermis,31.0,181.23813307485517,120.469,"[[36, 177.96], [26, 177.96], [26, 184.52], [36, 184.52]]"
1084,cortex,41.5,187.79801992787662,83.9137,"[[47, 184.52], [36, 184.52], [36, 191.08], [47, 191.08]]"
1085,cortex,41.5,181.23813307485517,86.4603,"[[47, 177.96], [36, 177.96], [36, 184.52], [47, 184.52]]"
1086,endo,50.5,187.79801992787662,95.5728,"[[54, 184.52], [47, 184.52], [47, 191.08], [54, 191.08]]"
1087,endo,50.5,181.23813307485517,97.1525,"[[54, 177.96], [47, 177.96], [47, 184.52], [54, 184.52]]"
1088,peri,56.5,187.79801992787662,103.365,"[[59, 184.52], [54, 184.52], [54, 191.08], [59, 191.08]]"
1089,peri,56.5,181.23813307485517,104.336,"[[59, 177.96], [54, 177.96], [54, 184.52], [59, 184.52]]"
1090,vasc,61.0,187.79801992787662,106.354,"[[63, 184.52], [59, 184.52], [59, 191.08], [63, 191.08]]"
1091,vasc,61.0,181.23813307485517,106.987,"[[63, 177.96], [59, 177.96], [59, 184.52], [63, 184.52]]"
1092,vasc,65.0,187.79801992787662,98.9639,"[[67, 184.52], [63, 184.52], [63, 191.08], [67, 191.08]]"
1093,vasc,65.0,181.23813307485517,99.3893,"[[67, 177.96], [63, 177.96], [63, 184.52], [67, 184.52]]"
1094,vasc,69.0,187.79801992787662,95.5117,"[[71, 184.52], [67, 184.52], [67, 191.08], [71, 191.08]]"
1095,vasc,69.0,181.23813307485517,95.8402,"[[71, 177.96], [67, 177.96], [67, 184.52], [71, 184.52]]"
1096,vasc,73.0,187.79801992787662,95.5117,"[[75, 184.52], [71, 184.52], [71, 191.08], [75, 191.08]]"
1097,vasc,73.0,181.23813307485517,95.8402,"[[75, 177.96], [71, 177.96], [71, 184.52], [75, 184.52]]"
1098,vasc,77.0,187.79801992787662,98.9639,"[[79, 184.52], [75, 184.52], [75, 191.08], [79, 191.08]]"
1099,vasc,77.0,181.23813307485517,99.3893,"[[79, 177.96], [75, 177.96], [75, 184.52], [79, 184.52]]"
1100,vasc,81.0,187.79801992787662,106.354,"[[83, 184.52], [79, 184.52], [79, 191.08], [83, 191.08]]"
1101,vasc,81.0,181.23813307485517,106.987,"[[83, 177.96], [79, 177.96], [79, 184.52], [83, 184.52]]"
1102,peri,85.5,187.79801992787662,103.365,"[[88, 184.52], [83, 184.52], [83, 191.08], [88, 191.08]]"
1103,peri,85.5,181.23813307485517,104.336,"[[88, 177.96], [83, 177.96], [83, 184.52], [88, 184.52]]"
1104,endo,91.5,187.79801992787662,95.5728,"[[95, 184.52], [88, 184.52], [88, 191.08], [95, 191.08]]"
1105,endo,91.5,181.23813307485517,97.1525,"[[95, 177.96], [88, 177.96], [88, 184.52], [95, 184.52]]"
1106,cortex,100.5,187.79801992787662,83.9137,"[[106, 184.52], [95, 184.52], [95, 191.08], [106, 191.08]]"
1107,cortex,100.5,181.23813307485517,86.4603,"[[106, 177.96], [95, 177.96], [95, 184.52], [106, 184.52]]"
1108,epidermis,111.0,187.79801992787662,116.906,"[[116, 184.52], [106, 184.52], [106, 191.08], [116, 191.08]]"
1109,epidermis,111.0,181.23813307485517,120.469,"[[116, 177.96], [106, 177.96], [106, 184.52], [116, 184.52]]"
1110,epidermis,31.0,200.91779363391976,111.906,"[[36, 197.64], [26, 197.64], [26, 204.2], [36, 204.2]]"
1111,epidermis,31.0,194.3579067808982,114.116,"[[36, 191.08], [26, 191.08], [26, 197.64], [36, 197.64]]"
1112,cortex,41.5,200.91779363391976,80.1359,"[[47, 197.64], [36, 197.64], [36, 204.2], [47, 204.2]]"
1113,cortex,41.5,194.3579067808982,81.827,"[[47, 191.08], [36, 191.08], [36, 197.64], [47, 197.64]]"
1114,endo,50.5,200.91779363391976,93.3531,"[[54, 197.64], [47, 197.64], [47, 204.2], [54, 204.2]]"
1115,endo,50.5,194.3579067808982,94.3474,"[[54, 191.08], [47, 191.08], [47, 197.64], [54, 197.64]]"
1116,peri,56.5,200.91779363391976,102.097,"[[59, 197.64], [54, 197.64], [54, 204.2], [59, 204.2]]"
1117,peri,56.5,194.3579067808982,102.656,"[[59, 191.08], [54, 191.08], [54, 197.64], [59, 197.64]]"
1118,vasc,61.0,200.91779363391976,105.617,"[[63, 197.64], [59, 197.64], [59, 204.2], [63, 204.2]]"
1119,vasc,61.0,194.3579067808982,105.931,"[[63, 191.08], [59, 191.08], [59, 197.64], [63, 197.64]]"
1120,vasc,65.0,200.91779363391976,98.5316,"[[67, 197.64], [63, 197.64], [63, 204.2], [67, 204.2]]"
1121,vasc,65.0,194.3579067808982,98.7052,"[[67, 191.08], [63, 191.08], [63, 197.64], [67, 197.64]]"
1122,vasc,69.0,200.91779363391976,95.2169,"[[71, 197.64], [67, 197.64], [67, 204.2], [71, 204.2]]"
1123,vasc,69.0,194.3579067808982,95.3291,"[[71, 191.08], [67, 191.08], [67, 197.64], [71, 197.64]]"
1124,vasc,73.0,200.91779363391976,95.2169,"[[75, 197.64], [71, 197.64], [71, 204.2], [75, 204.2]]"
1125,vasc,73.0,194.3579067808982,95.3291,"[[75, 191.08], [71, 191.08], [71, 197.64], [75, 197.64]]"
1126,vasc,77.0,200.91779363391976,98.5316,"[[79, 197.64], [75, 197.64], [75, 204.2], [79, 204.2]]"
1127,vasc,77.0,194.3579067808982,98.7052,"[[79, 191.08], [75, 191.08], [75, 197.64], [79, 197.64]]"
1128,vasc,81.0,200.91779363391976,105.617,"[[83, 197.64], [79, 197.64], [79, 204.2], [83, 204.2]]"
1129,vasc,81.0,194.3579067808982,105.931,"[[83, 191.08], [79, 191.08], [79, 197.64], [83, 197.64]]"
1130,peri,85.5,200.91779363391976,102.097,"[[88, 197.64], [83, 197.64], [83, 204.2], [88, 204.2]]"
1131,peri,85.5,194.3579067808982,102.656,"[[88, 191.08], [83, 191.08], [83, 197.64], [88, 197.64]]"
1132,endo,91.5,200.91779363391976,93.3531,"[[95, 197.64], [88, 197.64], [88, 204.2], [95, 204.2]]"
1133,endo,91.5,194.3579067808982,94.3474,"[[95, 191.08], [88, 191.08], [88, 197.64], [95, 197.64]]"
1134,cortex,100.5,200.91779363391976,80.1359,"[[106, 197.64], [95, 197.64], [95, 204.2], [106, 204.2]]"
1135,cortex,100.5,194.3579067808982,81.827,"[[106, 191.08], [95, 191.08], [95, 197.64], [106, 197.64]]"
1136,epidermis,111.0,200.91779363391976,111.906,"[[116, 197.64], [106, 197.64], [106, 204.2], [116, 204.2]]"
1137,epidermis,111.0,194.3579067808982,114.116,"[[116, 191.08], [106, 191.08], [106, 197.64], [116, 197.64]]"
1138,epidermis,31.0,214.03756733996266,108.599,"[[36, 210.76], [26, 210.76], [26, 217.32], [36, 217.32]]"
1139,epidermis,31.0,207.47768048694124,110.097,"[[36, 204.2], [26, 204.2], [26, 210.76], [36, 210.76]]"
1140,cortex,41.5,214.03756733996266,77.4855,"[[47, 210.76], [36, 210.76], [36, 217.32], [47, 217.32]]"
1141,cortex,41.5,207.47768048694124,78.6959,"[[47, 204.2], [36, 204.2], [36, 210.76], [47, 210.76]]"
1142,endo,50.5,214.03756733996266,91.8544,"[[54, 210.76], [47, 210.76], [47, 217.32], [54, 217.32]]"
1143,endo,50.5,207.47768048694124,92.5304,"[[54, 204.2], [47, 204.2], [47, 210.76], [54, 210.76]]"
1144,peri,56.5,214.03756733996266,101.269,"[[59, 210.76], [54, 210.76], [54, 217.32], [59, 217.32]]"
1145,peri,56.5,207.47768048694124,101.644,"[[59, 204.2], [54, 204.2], [54, 210.76], [59, 210.76]]"
1146,vasc,61.0,214.03756733996266,105.16,"[[63, 210.76], [59, 210.76], [59, 217.32], [63, 217.32]]"
1147,vasc,61.0,207.47768048694124,105.364,"[[63, 204.2], [59, 204.2], [59, 210.76], [63, 210.76]]"
1148,vasc,65.0,214.03756733996266,98.3004,"[[67, 210.76], [63, 210.76], [63, 217.32], [67, 217.32]]"
1149,vasc,65.0,207.47768048694124,98.4005,"[[67, 204.2], [63, 204.2], [63, 210.76], [67, 210.76]]"
1150,vasc,69.0,214.03756733996266,95.0784,"[[71, 210.76], [67, 210.76], [67, 217.32], [71, 217.32]]"
1151,vasc,69.0,207.47768048694124,95.1359,"[[71, 204.2], [67, 204.2], [67, 210.76], [71, 210.76]]"
1152,vasc,73.0,214.03756733996266,95.0784,"[[75, 210.76], [71, 210.76], [71, 217.32], [75, 217.32]]"
1153,vasc,73.0,207.47768048694124,95.1359,"[[75, 204.2], [71, 204.2], [71, 210.76], [75, 210.76]]"
1154,vasc,77.0,214.03756733996266,98.3004,"[[79, 210.76], [75, 210.76], [75, 217.32], [79, 217.32]]"
1155,vasc,77.0,207.47768048694124,98.4005,"[[79, 204.2], [75, 204.2], [75, 210.76], [79, 210.76]]"
1156,vasc,81.0,214.03756733996266,105.16,"[[83, 210.76], [79, 210.76], [79, 217.32], [83, 217.32]]"
1157,vasc,81.0,207.47768048694124,105.364,"[[83, 204.2], [79, 204.2], [79, 210.76], [83, 210.76]]"
1158,peri,85.5,214.03756733996266,101.269,"[[88, 210.76], [83, 210.76], [83, 217.32], [88, 217.32]]"
1159,peri,85.5,207.47768048694124,101.644,"[[88, 204.2], [83, 204.2], [83, 210.76], [88, 210.76]]"
1160,endo,91.5,214.03756733996266,91.8544,"[[95, 210.76], [88, 210.76], [88, 217.32], [95, 217.32]]"
1161,endo,91.5,207.47768048694124,92.5304,"[[95, 204.2], [88, 204.2], [88, 210.76], [95, 210.76]]"
1162,cortex,100.5,214.03756733996266,77.4855,"[[106, 210.76], [95, 210.76], [95, 217.32], [106, 217.32]]"
1163,cortex,100.5,207.47768048694124,78.6959,"[[106, 204.2], [95, 204.2], [95, 210.76], [106, 210.76]]"
1164,epidermis,111.0,214.03756733996266,108.599,"[[116, 210.76], [106, 210.76], [106, 217.32], [116, 217.32]]"
1165,epidermis,111.0,207.47768048694124,110.097,"[[116, 204.2], [106, 204.2], [106, 210.76], [116, 210.76]]"
1166,epidermis,31.0,227.15734104600566,106.352,"[[36, 223.88], [26, 223.88], [26, 230.44], [36, 230.44]]"
1167,epidermis,31.0,220.59745419298415,107.35,"[[36, 217.32], [26, 217.32], [26, 223.88], [36, 223.88]]"
1168,cortex,41.5,227.15734104600566,75.6025,"[[47, 223.88], [36, 223.88], [36, 230.44], [47, 230.44]]"
1169,cortex,41.5,220.59745419298415,76.439,"[[47, 217.32], [36, 217.32], [36, 223.88], [47, 223.88]]"
1170,endo,50.5,227.15734104600566,90.7994,"[[54, 223.88], [47, 223.88], [47, 230.44], [54, 230.44]]"
1171,endo,50.5,220.59745419298415,91.2645,"[[54, 217.32], [47, 217.32], [47, 223.88], [54, 223.88]]"
1172,peri,56.5,227.15734104600566,100.691,"[[59, 223.88], [54, 223.88], [54, 230.44], [59, 230.44]]"
1173,peri,56.5,220.59745419298415,100.949,"[[59, 217.32], [54, 217.32], [54, 223.88], [59, 223.88]]"
1174,vasc,61.0,227.15734104600566,104.852,"[[63, 223.88], [59, 223.88], [59, 230.44], [63, 230.44]]"
1175,vasc,61.0,220.59745419298415,104.99,"[[63, 217.32], [59, 217.32], [59, 223.88], [63, 223.88]]"
1176,vasc,65.0,227.15734104600566,98.1395,"[[67, 223.88], [63, 223.88], [63, 230.44], [67, 230.44]]"
1177,vasc,65.0,220.59745419298415,98.2107,"[[67, 217.32], [63, 217.32], [63, 223.88], [67, 223.88]]"
1178,vasc,69.0,227.15734104600566,94.9885,"[[71, 223.88], [67, 223.88], [67, 230.44], [71, 230.44]]"
1179,vasc,69.0,220.59745419298415,95.0277,"[[71, 217.32], [67, 217.32], [67, 223.88], [71, 223.88]]"
1180,vasc,73.0,227.15734104600566,94.9885,"[[75, 223.88], [71, 223.88], [71, 230.44], [75, 230.44]]"
1181,vasc,73.0,220.59745419298415,95.0277,"[[75, 217.32], [71, 217.32], [71, 223.88], [75, 223.88]]"
1182,vasc,77.0,227.15734104600566,98.1395,"[[79, 223.88], [75, 223.88], [75, 230.44], [79, 230.44]]"
1183,vasc,77.0,220.59745419298415,98.2107,"[[79, 217.32], [75, 217.32], [75, 223.88], [79, 223.88]]"
1184,vasc,81.0,227.15734104600566,104.852,"[[83, 223.88], [79, 223.88], [79, 230.44], [83, 230.44]]"
1185,vasc,81.0,220.59745419298415,104.99,"[[83, 217.32], [79, 217.32], [79, 223.88], [83, 223.88]]"
1186,peri,85.5,227.15734104600566,100.691,"[[88, 223.88], [83, 223.88], [83, 230.44], [88, 230.44]]"
1187,peri,85.5,220.59745419298415,100.949,"[[88, 217.32], [83, 217.32], [83, 223.88], [88, 223.88]]"
1188,endo,91.5,227.15734104600566,90.7994,"[[95, 223.88], [88, 223.88], [88, 230.44], [95, 230.44]]"
1189,endo,91.5,220.59745419298415,91.2645,"[[95, 217.32], [88, 217.32], [88, 223.88], [95, 223.88]]"
1190,cortex,100.5,227.15734104600566,75.6025,"[[106, 223.88], [95, 223.88], [95, 230.44], [106, 230.44]]"
1191,cortex,100.5,220.59745419298415,76.439,"[[106, 217.32], [95, 217.32], [95, 223.88], [106, 223.88]]"
1192,epidermis,111.0,227.15734104600566,106.352,"[[116, 223.88], [106, 223.88], [106, 230.44], [116, 230.44]]"
1193,epidermis,111.0,220.59745419298415,107.35,"[[116, 217.32], [106, 217.32], [106, 223.88], [116, 223.88]]"
1194,epidermis,31.0,240.27711475204873,104.934,"[[36, 237.0], [26, 237.0], [26, 243.56], [36, 243.56]]"
1195,epidermis,31.0,233.71722789902716,105.52,"[[36, 230.44], [26, 230.44], [26, 237.0], [36, 237.0]]"
1196,cortex,41.5,240.27711475204873,74.345,"[[47, 237.0], [36, 237.0], [36, 243.56], [47, 243.56]]"
1197,cortex,41.5,233.71722789902716,74.8808,"[[47, 230.44], [36, 230.44], [36, 237.0], [47, 237.0]]"
1198,endo,50.5,240.27711475204873,90.2029,"[[54, 237.0], [47, 237.0], [47, 243.56], [54, 243.56]]"
1199,endo,50.5,233.71722789902716,90.5194,"[[54, 230.44], [47, 230.44], [47, 237.0], [54, 237.0]]"
1200,peri,56.5,240.27711475204873,100.242,"[[59, 237.0], [54, 237.0], [54, 243.56], [59, 243.56]]"
1201,peri,56.5,233.71722789902716,100.487,"[[59, 230.44], [54, 230.44], [54, 237.0], [59, 237.0]]"
1202,vasc,61.0,240.27711475204873,104.639,"[[63, 237.0], [59, 237.0], [59, 243.56], [63, 243.56]]"
1203,vasc,61.0,233.71722789902716,104.741,"[[63, 230.44], [59, 230.44], [59, 237.0], [63, 237.0]]"
1204,vasc,65.0,240.27711475204873,98.0343,"[[67, 237.0], [63, 237.0], [63, 243.56], [67, 243.56]]"
1205,vasc,65.0,233.71722789902716,98.0895,"[[67, 230.44], [63, 230.44], [63, 237.0], [67, 237.0]]"
1206,vasc,69.0,240.27711475204873,94.9327,"[[71, 237.0], [67, 237.0], [67, 243.56], [71, 243.56]]"
1207,vasc,69.0,233.71722789902716,94.9703,"[[71, 230.44], [67, 230.44], [67, 237.0], [71, 237.0]]"
1208,vasc,73.0,240.27711475204873,94.9327,"[[75, 237.0], [71, 237.0], [71, 243.56], [75, 243.56]]"
1209,vasc,73.0,233.71722789902716,94.9703,"[[75, 230.44], [71, 230.44], [71, 237.0], [75, 237.0]]"
1210,vasc,77.0,240.27711475204873,98.0343,"[[79, 237.0], [75, 237.0], [75, 243.56], [79, 243.56]]"
1211,vasc,77.0,233.71722789902716,98.0895,"[[79, 230.44], [75, 230.44], [75, 237.0], [79, 237.0]]"
1212,vasc,81.0,240.27711475204873,104.639,"[[83, 237.0], [79, 237.0], [79, 243.56], [83, 243.56]]"
1213,vasc,81.0,233.71722789902716,104.741,"[[83, 230.44], [79, 230.44], [79, 237.0], [83, 237.0]]"
1214,peri,85.5,240.27711475204873,100.242,"[[88, 237.0], [83, 237.0], [83, 243.56], [88, 243.56]]"
1215,peri,85.5,233.71722789902716,100.487,"[[88, 230.44], [83, 230.44], [83, 237.0], [88, 237.0]]"
1216,endo,91.5,240.27711475204873,90.2029,"[[95, 237.0], [88, 237.0], [88, 243.56], [95, 243.56]]"
1217,endo,91.5,233.71722789902716,90.5194,"[[95, 230.44], [88, 230.44], [88, 237.0], [95, 237.0]]"
1218,cortex,100.5,240.27711475204873,74.345,"[[106, 237.0], [95, 237.0], [95, 243.56], [106, 243.56]]"
1219,cortex,100.5,233.71722789902716,74.8808,"[[106, 230.44], [95, 230.44], [95, 237.0], [106, 237.0]]"
1220,epidermis,111.0,240.27711475204873,104.934,"[[116, 237.0], [106, 237.0], [106, 243.56], [116, 243.56]]"
1221,epidermis,111.0,233.71722789902716,105.52,"[[116, 230.44], [106, 230.44], [106, 237.0], [116, 237.0]]"
1222,epidermis,31.0,253.39688845809178,103.552,"[[36, 250.12], [26, 250.12], [26, 256.68], [36, 256.68]]"
1223,epidermis,31.0,246.8370016050703,104.072,"[[36, 243.56], [26, 243.56], [26, 250.12], [36, 250.12]]"
1224,cortex,41.5,253.39688845809178,73.263,"[[47, 250.12], [36, 250.12], [36, 256.68], [47, 256.68]]"
1225,cortex,41.5,246.8370016050703,73.7073,"[[47, 243.56], [36, 243.56], [36, 250.12], [47, 250.12]]"
1226,endo,50.5,253.39688845809178,89.6535,"[[54, 250.12], [47, 250.12], [47, 256.68], [54, 256.68]]"
1227,endo,50.5,246.8370016050703,89.9794,"[[54, 243.56], [47, 243.56], [47, 250.12], [54, 250.12]]"
1228,peri,56.5,253.39688845809178,99.8107,"[[59, 250.12], [54, 250.12], [54, 256.68], [59, 256.68]]"
1229,peri,56.5,246.8370016050703,100.064,"[[59, 243.56], [54, 243.56], [54, 250.12], [59, 250.12]]"
1230,vasc,61.0,253.39688845809178,104.427,"[[63, 250.12], [59, 250.12], [59, 256.68], [63, 256.68]]"
1231,vasc,61.0,246.8370016050703,104.534,"[[63, 243.56], [59, 243.56], [59, 250.12], [63, 250.12]]"
1232,vasc,65.0,253.39688845809178,97.922,"[[67, 250.12], [63, 250.12], [63, 256.68], [67, 256.68]]"
1233,vasc,65.0,246.8370016050703,97.9928,"[[67, 243.56], [63, 243.56], [63, 250.12], [67, 250.12]]"
1234,vasc,69.0,253.39688845809178,94.8665,"[[71, 250.12], [67, 250.12], [67, 256.68], [71, 256.68]]"
1235,vasc,69.0,246.8370016050703,94.9137,"[[71, 243.56], [67, 243.56], [67, 250.12], [71, 250.12]]"
1236,vasc,73.0,253.39688845809178,94.8665,"[[75, 250.12], [71, 250.12], [71, 256.68], [75, 256.68]]"
1237,vasc,73.0,246.8370016050703,94.9137,"[[75, 243.56], [71, 243.56], [71, 250.12], [75, 250.12]]"
1238,vasc,77.0,253.39688845809178,97.922,"[[79, 250.12], [75, 250.12], [75, 256.68], [79, 256.68]]"
1239,vasc,77.0,246.8370016050703,97.9928,"[[79, 243.56], [75, 243.56], [75, 250.12], [79, 250.12]]"
1240,vasc,81.0,253.39688845809178,104.427,"[[83, 250.12], [79, 250.12], [79, 256.68], [83, 256.68]]"
1241,vasc,81.0,246.8370016050703,104.534,"[[83, 243.56], [79, 243.56], [79, 250.12], [83, 250.12]]"
1242,peri,85.5,253.39688845809178,99.8107,"[[88, 250.12], [83, 250.12], [83, 256.68], [88, 256.68]]"
1243,peri,85.5,246.8370016050703,100.064,"[[88, 243.56], [83, 243.56], [83, 250.12], [88, 250.12]]"
1244,endo,91.5,253.39688845809178,89.6535,"[[95, 250.12], [88, 250.12], [88, 256.68], [95, 256.68]]"
1245,endo,91.5,246.8370016050703,89.9794,"[[95, 243.56], [88, 243.56], [88, 250.12], [95, 250.12]]"
1246,cortex,100.5,253.39688845809178,73.263,"[[106, 250.12], [95, 250.12], [95, 256.68], [106, 256.68]]"
1247,cortex,100.5,246.8370016050703,73.7073,"[[106, 243.56], [95, 243.56], [95, 250.12], [106, 250.12]]"
1248,epidermis,111.0,253.39688845809178,103.552,"[[116, 250.12], [106, 250.12], [106, 256.68], [116, 256.68]]"
1249,epidermis,111.0,246.8370016050703,104.072,"[[116, 243.56], [106, 243.56], [106, 250.12], [116, 250.12]]"
1250,epidermis,31.0,266.5166621641347,102.629,"[[36, 263.24], [26, 263.24], [26, 269.8], [36, 269.8]]"
1251,epidermis,31.0,259.95677531111323,102.696,"[[36, 256.68], [26, 256.68], [26, 263.24], [36, 263.24]]"
1252,cortex,41.5,266.5166621641347,72.2913,"[[47, 263.24], [36, 263.24], [36, 269.8], [47, 269.8]]"
1253,cortex,41.5,259.95677531111323,72.6611,"[[47, 256.68], [36, 256.68], [36, 263.24], [47, 263.24]]"
1254,endo,50.5,266.5166621641347,89.2672,"[[54, 263.24], [47, 263.24], [47, 269.8], [54, 269.8]]"
1255,endo,50.5,259.95677531111323,89.4079,"[[54, 256.68], [47, 256.68], [47, 263.24], [54, 263.24]]"
1256,peri,56.5,266.5166621641347,99.6052,"[[59, 263.24], [54, 263.24], [54, 269.8], [59, 269.8]]"
1257,peri,56.5,259.95677531111323,99.7187,"[[59, 256.68], [54, 256.68], [54, 263.24], [59, 263.24]]"
1258,vasc,61.0,266.5166621641347,104.277,"[[63, 263.24], [59, 263.24], [59, 269.8], [63, 269.8]]"
1259,vasc,61.0,259.95677531111323,104.351,"[[63, 256.68], [59, 256.68], [59, 263.24], [63, 263.24]]"
1260,vasc,65.0,266.5166621641347,97.8518,"[[67, 263.24], [63, 263.24], [63, 269.8], [67, 269.8]]"
1261,vasc,65.0,259.95677531111323,97.885,"[[67, 256.68], [63, 256.68], [63, 263.24], [67, 263.24]]"
1262,vasc,69.0,266.5166621641347,94.8305,"[[71, 263.24], [67, 263.24], [67, 269.8], [71, 269.8]]"
1263,vasc,69.0,259.95677531111323,94.8468,"[[71, 256.68], [67, 256.68], [67, 263.24], [71, 263.24]]"
1264,vasc,73.0,266.5166621641347,94.8305,"[[75, 263.24], [71, 263.24], [71, 269.8], [75, 269.8]]"
1265,vasc,73.0,259.95677531111323,94.8468,"[[75, 256.68], [71, 256.68], [71, 263.24], [75, 263.24]]"
1266,vasc,77.0,266.5166621641347,97.8518,"[[79, 263.24], [75, 263.24], [75, 269.8], [79, 269.8]]"
